date,description,amount,label,source
2024-02-27,bill payment o2 <ref>,208.37,utilities,simulated_bank_transactions_uk
2023-12-07,contactless*tesco*bread,111.27,groceries,simulated_bank_transactions_uk
2023-09-12,online purchase hmrc misc expense <ref>,120.93,other,simulated_bank_transactions_uk
2023-04-21,card pmt shell train ticket <ref>,118.74,transportation,simulated_bank_transactions_uk
2023-08-16,restaurant greggs restaurant,129.21,dining,simulated_bank_transactions_uk
2023-08-22,so bill pmt ee 79,210.52,utilities,simulated_bank_transactions_uk
2023-10-13,direct/debit/ee,117.66,utilities,simulated_bank_transactions_uk
2023-10-13,mastercard/online/purchase/amazon/online/purchase <ref>,145.13,other,simulated_bank_transactions_uk
2024-07-03,card pmt bolt fuel <ref>,102.89,transportation,simulated_bank_transactions_uk
2023-09-25,transport-national-rail-uber-ride,19.96,transportation,simulated_bank_transactions_uk
2023-12-20,utility bill thames water <ref>,161.25,utilities,simulated_bank_transactions_uk
2023-04-29,mortgage payment mortgage,1977.93,housing,simulated_bank_transactions_uk
2023-02-15,food delivery costa food delivery <ref>,30.94,dining,simulated_bank_transactions_uk
2024-07-05,sto*mortgage*payment*landlord <ref>,1895.81,housing,simulated_bank_transactions_uk
2024-11-11,contactless mortgage payment landlord <ref>,697.96,housing,simulated_bank_transactions_uk
2023-05-08,card-pmt-bp-bus-pass,100.52,transportation,simulated_bank_transactions_uk
2023-12-01,rent payment mortgage 83,1533.65,housing,simulated_bank_transactions_uk
2023-05-11,bacs restaurant costa food delivery <ref>,46.46,dining,simulated_bank_transactions_uk
2023-06-28,utility-bill-vodafon,113.41,utilities,simulated_bank_transactions_uk
2023-01-01,direct*debit*direct*debit*puregym <ref>,24.18,subscriptions,simulated_bank_transactions_uk
2024-08-16,bacs card pmt uber bus pass,33.9,transportation,simulated_bank_transactions_uk
2024-11-22,direct debit gym group <ref>,20.46,subscriptions,simulated_bank_transactions_uk
2023-06-23,pos direct debit thames water,241.16,utilities,simulated_bank_transactions_uk
2024-09-26,bacs*landlord*rent <ref>,1529.4,housing,simulated_bank_transactions_uk
2023-08-29,card-pmt-trainline-uber-ride <ref>,123.31,transportation,simulated_bank_transactions_uk
2023-01-26,mortgage pmt landlord,878.78,housing,simulated_bank_transactions_uk
2024-09-17,pos sainsburys bread,147.64,groceries,simulated_bank_transactions_uk
2024-10-06,so card pmt superdrug online purchase,69.95,other,simulated_bank_transactions_uk
2024-02-14,pos card pmt gym group,18.44,subscriptions,simulated_bank_transactions_uk
2023-04-20,direct debit bt <ref>,31.22,utilities,simulated_bank_transactions_uk
2024-12-13,pos*pos*purchase*amazon*misc*expense <ref>,35.17,other,simulated_bank_transactions_uk
2023-05-05,card payment gym group <ref>,13.72,subscriptions,simulated_bank_transactions_uk
2024-11-14,fps food delivery pret restaurant <ref>,120.81,dining,simulated_bank_transactions_uk
2024-03-29,subscription google *services,38.25,subscriptions,simulated_bank_transactions_uk
2024-07-15,direct/debit/card/payment/amazon/prime <ref>,19.94,subscriptions,simulated_bank_transactions_uk
2024-05-01,card payment uber eats restaurant <ref>,112.32,dining,simulated_bank_transactions_uk
2024-10-14,food delivery mcdonalds fast food <ref>,113.51,dining,simulated_bank_transactions_uk
2023-10-09,contactless fuel uber fuel 7,95.13,transportation,simulated_bank_transactions_uk
2023-08-29,food delivery costa restaurant,107.89,dining,simulated_bank_transactions_uk
2024-07-07,fps card payment bolt bus pass <ref>,50.0,transportation,simulated_bank_transactions_uk
2024-01-28,pos-sainsburys-bread <ref>,25.17,groceries,simulated_bank_transactions_uk
2024-02-22,mastercard bacs mortgage rent,689.92,housing,simulated_bank_transactions_uk
2023-07-31,card pmt uber fuel <ref>,64.12,transportation,simulated_bank_transactions_uk
2024-08-21,pos purchase hmrc misc expense <ref>,60.25,other,simulated_bank_transactions_uk
2024-01-25,rent pmt mortgage <ref>,1671.83,housing,simulated_bank_transactions_uk
2023-11-02,restaurant starbucks restaurant <ref>,141.58,dining,simulated_bank_transactions_uk
2024-03-05,mastercard card pmt currys misc expense <ref>,128.46,other,simulated_bank_transactions_uk
2023-08-14,card payment gym group <ref>,33.0,subscriptions,simulated_bank_transactions_uk
2024-05-12,card restaurant greggs restaurant <ref>,43.12,dining,simulated_bank_transactions_uk
2024-11-26,contactless-sainsburys-rice,52.41,groceries,simulated_bank_transactions_uk
2024-04-23,sto*card*payment*ebay*misc*expense <ref>,109.45,other,simulated_bank_transactions_uk
2024-11-09,bill payment vodafone <ref>,160.22,utilities,simulated_bank_transactions_uk
2023-05-19,pos-aldi-milk,97.48,groceries,simulated_bank_transactions_uk
2023-09-24,fps*pos*purchase*boots*misc*expense <ref>,29.71,other,simulated_bank_transactions_uk
2023-12-01,card pmt costa fast food,34.11,dining,simulated_bank_transactions_uk
2024-03-07,fuel bp fuel <ref>,43.9,transportation,simulated_bank_transactions_uk
2024-07-06,transport shell uber ride <ref>,72.14,transportation,simulated_bank_transactions_uk
2023-03-12,pos waitrose eggs <ref>,35.96,groceries,simulated_bank_transactions_uk
2023-09-11,card/pos/purchase/superdrug/online/purchase,113.87,other,simulated_bank_transactions_uk
2024-04-29,utility bill e.on <ref>,82.48,utilities,simulated_bank_transactions_uk
2024-12-17,mastercard bacs letting agent rent,905.15,housing,simulated_bank_transactions_uk
2024-09-13,fuel-shell-bus-pass <ref>,27.67,transportation,simulated_bank_transactions_uk
2023-11-15,bacs rent rent,829.27,housing,simulated_bank_transactions_uk
2023-11-16,card pmt lidl chicken,6.77,groceries,simulated_bank_transactions_uk
2023-07-23,fps card payment spotify <ref>,18.14,subscriptions,simulated_bank_transactions_uk
2024-10-04,card-pmt-aldi-chicken <ref>,104.52,groceries,simulated_bank_transactions_uk
2024-12-01,bill pmt vodafone,96.35,utilities,simulated_bank_transactions_uk
2023-02-12,direct debit disney+ <ref>,24.81,subscriptions,simulated_bank_transactions_uk
2023-03-12,fuel bp fuel,100.24,transportation,simulated_bank_transactions_uk
2024-05-16,card/pmt/spotify <ref>,34.74,subscriptions,simulated_bank_transactions_uk
2024-10-12,mastercard pos lidl rice,144.24,groceries,simulated_bank_transactions_uk
2024-03-21,online/purchase/superdrug/misc/exp,106.97,other,simulated_bank_transactions_uk
2024-05-10,utility bill sky,232.32,utilities,simulated_bank_transactions_uk
2024-08-29,restaurant kfc fast food <ref>,124.38,dining,simulated_bank_transactions_uk
2023-03-30,card pmt bolt bus pass 2,128.2,transportation,simulated_bank_transactions_uk
2024-04-20,fuel shell fuel,38.85,transportation,simulated_bank_transactions_uk
2024-05-21,direct debit disney+ <ref>,16.77,subscriptions,simulated_bank_transactions_uk
2023-08-06,mastercard online purchase hmrc misc expense,29.73,other,simulated_bank_transactions_uk
2024-09-02,transport national rail bus pass <ref>,53.03,transportation,simulated_bank_transactions_uk
2023-07-15,rent payment rent,1323.28,housing,simulated_bank_transactions_uk
2024-05-15,card payment sainsburys bread,108.85,groceries,simulated_bank_transactions_uk
2024-05-17,direct debit spotify 2640,27.61,subscriptions,simulated_bank_transactions_uk
2023-08-15,mastercard food delivery kfc restaurant,16.68,dining,simulated_bank_transactions_uk
2024-11-10,food delivery just eat food delivery,38.77,dining,simulated_bank_transactions_uk
2024-03-11,direct debit netflix,23.58,subscriptions,simulated_bank_transactions_uk
2023-11-10,rent payment letting agent,1235.24,housing,simulated_bank_transactions_uk
2023-07-17,fuel esso train ticket <ref>,20.74,transportation,simulated_bank_transactions_uk
2024-12-07,transport uber uber ride,112.2,transportation,simulated_bank_transactions_uk
2024-08-26,bill pmt scottishpower <ref>,136.52,utilities,simulated_bank_transactions_uk
2023-07-18,online purchase hmrc misc expense <ref>,147.14,other,simulated_bank_transactions_uk
2023-11-06,sto-transport-bolt-train-ticket <ref>,56.05,transportation,simulated_bank_transactions_uk
2023-10-08,card pmt aldi vegetables <ref>,81.52,groceries,simulated_bank_transactions_uk
2024-12-15,contactless waitrose milk <ref>,84.34,groceries,simulated_bank_transactions_uk
2023-10-19,utility bill ee,32.7,utilities,simulated_bank_transactions_uk
2023-07-08,card/pmt/nando's/fast/food <ref>,67.75,dining,simulated_bank_transactions_uk
2024-05-04,pos iceland eggs 119,141.34,groceries,simulated_bank_transactions_uk
2023-03-17,contactless iceland milk,61.9,groceries,simulated_bank_transactions_uk
2024-07-30,card card pmt apple.com/bill,10.31,subscriptions,simulated_bank_transactions_uk
2023-05-02,fuel trainline uber ride <ref>,149.11,transportation,simulated_bank_transactions_uk
2023-08-20,pos*direct*debit*disney+ <ref>,32.68,subscriptions,simulated_bank_transactions_uk
2024-03-29,online*purchase*nhs*misc*expense <ref>,69.23,other,simulated_bank_transactions_uk
2024-09-27,transport trainline fuel <ref>,47.89,transportation,simulated_bank_transactions_uk
2023-04-12,pos asda chicken <ref>,144.14,groceries,simulated_bank_transactions_uk
2023-09-28,online purchase superdrug online purchase,94.95,other,simulated_bank_transactions_uk
2023-03-18,rent pmt letting agent <ref>,843.34,housing,simulated_bank_transactions_uk
2024-04-26,utility bill sky <ref>,181.66,utilities,simulated_bank_transactions_uk
2024-12-24,fuel bolt uber ride <ref>,37.03,transportation,simulated_bank_transactions_uk
2023-08-28,card payment bolt fuel <ref>,13.46,transportation,simulated_bank_transactions_uk
2024-07-11,card payment esso train ticket <ref>,65.5,transportation,simulated_bank_transactions_uk
2023-03-15,direct debit vodafone <ref>,211.86,utilities,simulated_bank_transactions_uk
2024-09-01,card pmt tesco bread,119.52,groceries,simulated_bank_transactions_uk
2023-11-08,rent payment letting agent <ref>,1256.18,housing,simulated_bank_transactions_uk
2024-05-20,bacs mortgage rent <ref>,1300.66,housing,simulated_bank_transactions_uk
2024-03-18,restaurant deliveroo restaurant,90.91,dining,simulated_bank_transactions_uk
2023-08-23,so rent pmt letting agent <ref>,636.21,housing,simulated_bank_transactions_uk
2023-10-03,mastercard bacs letting agent rent <ref>,1541.19,housing,simulated_bank_transactions_uk
2024-06-15,subscription-disney+,11.13,subscriptions,simulated_bank_transactions_uk
2024-08-22,bacs-landlord-rent <ref>,854.08,housing,simulated_bank_transactions_uk
2023-04-04,restaurant just eat food delivery,122.69,dining,simulated_bank_transactions_uk
2023-11-25,food delivery pret fast food <ref>,63.03,dining,simulated_bank_transactions_uk
2024-12-11,pos rent pmt mortgage <ref>,1061.73,housing,simulated_bank_transactions_uk
2024-02-15,card pmt starbucks fast food,100.4,dining,simulated_bank_transactions_uk
2023-11-19,online purchase amazon online purchase <ref>,69.86,other,simulated_bank_transactions_uk
2024-02-18,card pmt national rail bus pass <ref>,20.04,transportation,simulated_bank_transactions_uk
2024-07-09,card payment nhs online purchase,99.68,other,simulated_bank_transactions_uk
2024-06-14,food delivery kfc fast food,10.97,dining,simulated_bank_transactions_uk
2023-02-22,fuel/trainline/fuel <ref>,94.94,transportation,simulated_bank_transactions_uk
2024-03-24,bill-pmt-octopus-energy,234.09,utilities,simulated_bank_transactions_uk
2024-09-15,so rent payment landlord <ref>,1962.41,housing,simulated_bank_transactions_uk
2023-11-15,card payment argos online purchase <ref>,107.34,other,simulated_bank_transactions_uk
2023-04-27,direct/debit/apple.com/bill <ref>,8.26,subscriptions,simulated_bank_transactions_uk
2023-06-07,card pmt pret restaurant,98.21,dining,simulated_bank_transactions_uk
2024-12-23,card pmt deliveroo food delivery <ref>,45.9,dining,simulated_bank_transactions_uk
2024-04-28,transport*esso*fuel <ref>,125.7,transportation,simulated_bank_transactions_uk
2024-09-05,bacs bill payment severn trent <ref>,114.39,utilities,simulated_bank_transactions_uk
2023-10-10,direct debit disney+ <ref>,35.24,subscriptions,simulated_bank_transactions_uk
2024-06-03,online purchase boots misc expense <ref>,52.96,other,simulated_bank_transactions_uk
2023-11-02,fuel bolt uber ride <ref>,44.58,transportation,simulated_bank_transactions_uk
2024-04-02,online purchase nhs misc expense <ref>,130.19,other,simulated_bank_transactions_uk
2024-07-10,card payment amazon prime,24.32,subscriptions,simulated_bank_transactions_uk
2023-07-13,food*delivery*just*eat*fast*food <ref>,140.13,dining,simulated_bank_transactions_uk
2024-02-25,rent pmt mortgage <ref>,926.99,housing,simulated_bank_transactions_uk
2024-12-23,contactless aldi eggs <ref>,112.47,groceries,simulated_bank_transactions_uk
2024-11-10,online purchase ebay misc expense <ref>,59.75,other,simulated_bank_transactions_uk
2023-02-07,online purchase argos online purchase,75.81,other,simulated_bank_transactions_uk
2024-03-26,utility*bill*octopus*energy <ref>,222.32,utilities,simulated_bank_transactions_uk
2023-01-16,pos tesco chicken <ref>,136.83,groceries,simulated_bank_transactions_uk
2023-06-08,mastercard rent pmt letting agent <ref>,1516.69,housing,simulated_bank_transactions_uk
2023-09-29,sto pos tesco rice,117.88,groceries,simulated_bank_transactions_uk
2023-12-03,pos card pmt tfl fuel <ref>,98.53,transportation,simulated_bank_transactions_uk
2024-10-03,card online purchase superdrug misc expense,143.26,other,simulated_bank_transactions_uk
2023-03-12,bacs*landlord*rent,650.26,housing,simulated_bank_transactions_uk
2024-03-20,bill payment vodafone <ref>,194.29,utilities,simulated_bank_transactions_uk
2023-04-13,card payment asda vegetables <ref>,106.47,groceries,simulated_bank_transactions_uk
2023-01-30,food/delivery/costa/restaurant <ref>,105.02,dining,simulated_bank_transactions_uk
2023-10-28,pos tesco eggs <ref>,120.03,groceries,simulated_bank_transactions_uk
2023-09-08,pos*card*payment*shell*bus*pass,66.31,transportation,simulated_bank_transactions_uk
2023-06-24,direct debit amazon prime <ref>,32.74,subscriptions,simulated_bank_transactions_uk
2024-11-30,utility bill severn trent,114.16,utilities,simulated_bank_transactions_uk
2024-04-17,bill/pmt/scottishpower <ref>,61.49,utilities,simulated_bank_transactions_uk
2024-04-21,pos mortgage payment mortgage <ref>,1533.58,housing,simulated_bank_transactions_uk
2023-12-20,card pmt shell train ticket <ref>,13.86,transportation,simulated_bank_transactions_uk
2023-09-14,so card pmt disney+ <ref>,19.85,subscriptions,simulated_bank_transactions_uk
2024-01-29,pos/card/pmt/pret/fast/food,32.28,dining,simulated_bank_transactions_uk
2024-01-26,so-online-purchase-nhs-misc-expens,18.68,other,simulated_bank_transactions_uk
2023-10-30,subscription-gym-group,39.74,subscriptions,simulated_bank_transactions_uk
2023-01-09,pos/morrisons/vegetables <ref>,61.18,groceries,simulated_bank_transactions_uk
2024-09-12,subscription netflix,39.08,subscriptions,simulated_bank_transactions_uk
2023-08-24,bacs mortgage rent <ref>,1864.11,housing,simulated_bank_transactions_uk
2023-09-14,direct debit puregym <ref>,11.65,subscriptions,simulated_bank_transactions_uk
2024-10-23,bacs landlord rent <ref>,1864.77,housing,simulated_bank_transactions_uk
2023-02-04,contactless morrisons eggs <ref>,118.93,groceries,simulated_bank_transactions_uk
2023-10-30,subscription*google**services,8.15,subscriptions,simulated_bank_transactions_uk
2023-05-16,so card pmt bolt fuel <ref>,28.82,transportation,simulated_bank_transactions_uk
2023-10-07,card card payment boots misc expense <ref>,81.04,other,simulated_bank_transactions_uk
2024-05-08,card payment ebay online purchase <ref>,40.77,other,simulated_bank_transactions_uk
2023-12-13,mastercard-online-purchase-nhs-misc-ex,112.74,other,simulated_bank_transactions_uk
2023-03-19,card payment hmrc online purchase <ref>,71.84,other,simulated_bank_transactions_uk
2024-02-11,direct debit e.on <ref>,189.33,utilities,simulated_bank_transactions_uk
2024-02-09,online*purchase*nhs*misc*expense <ref>,16.27,other,simulated_bank_transactions_uk
2024-04-10,card pmt waitrose eggs <ref>,81.88,groceries,simulated_bank_transactions_uk
2024-10-15,bacs*card*pmt*uber*bus*pass,88.93,transportation,simulated_bank_transactions_uk
2024-04-27,card/pmt/shell/uber/ride <ref>,102.2,transportation,simulated_bank_transactions_uk
2024-07-28,contactless tesco,132.98,groceries,simulated_bank_transactions_uk
2024-10-12,contactless fuel bp train ticket,98.2,transportation,simulated_bank_transactions_uk
2023-11-06,pos purchase ebay misc expense,136.68,other,simulated_bank_transactions_uk
2023-02-08,pos mortgage payment rent <ref>,663.49,housing,simulated_bank_transactions_uk
2023-08-29,mastercard card pmt bp fuel <ref>,20.07,transportation,simulated_bank_transactions_uk
2024-12-14,direct debit amazon prime <ref>,17.99,subscriptions,simulated_bank_transactions_uk
2024-02-29,subscription/puregym <ref>,30.43,subscriptions,simulated_bank_transactions_uk
2023-10-14,bacs landlord rent <ref>,1461.91,housing,simulated_bank_transactions_uk
2024-03-30,pos/sainsburys/vegetables <ref>,57.47,groceries,simulated_bank_transactions_uk
2023-04-12,bacs*restaurant*just*eat*restaurant <ref>,128.75,dining,simulated_bank_transactions_uk
2024-01-03,mortgage pmt landlord <ref>,1968.98,housing,simulated_bank_transactions_uk
2023-05-06,mastercard card pmt asda rice <ref>,43.55,groceries,simulated_bank_transactions_uk
2023-08-06,online purchase hmrc misc expense <ref>,16.48,other,simulated_bank_transactions_uk
2023-05-09,bacs letting agent rent <ref>,1066.91,housing,simulated_bank_transactions_uk
2024-07-21,pos purchase hmrc online purchase <ref>,13.09,other,simulated_bank_transactions_uk
2023-06-01,utility*bill*e.on <ref>,81.26,utilities,simulated_bank_transactions_uk
2023-05-29,bacs pos purchase amazon online purchase <ref>,43.76,other,simulated_bank_transactions_uk
2023-01-27,visa bill payment o2 <ref>,54.18,utilities,simulated_bank_transactions_uk
2024-08-25,utility-bill-o2,203.45,utilities,simulated_bank_transactions_uk
2023-02-23,fuel esso uber ride,28.61,transportation,simulated_bank_transactions_uk
2024-05-02,bill pmt british gas,194.05,utilities,simulated_bank_transactions_uk
2023-04-22,card pmt kfc fast food <ref>,78.45,dining,simulated_bank_transactions_uk
2024-09-21,card-pmt-kfc-food-delivery <ref>,35.57,dining,simulated_bank_transactions_uk
2024-11-05,pos sainsburys vegetables <ref>,118.13,groceries,simulated_bank_transactions_uk
2023-03-04,card pmt disney+ <ref>,38.74,subscriptions,simulated_bank_transactions_uk
2023-04-21,mastercard restaurant starbucks fast food <ref>,65.66,dining,simulated_bank_transactions_uk
2023-03-17,restaurant*deliveroo*food*delivery <ref>,136.73,dining,simulated_bank_transactions_uk
2023-03-09,bacs contactless sainsburys eggs <ref>,92.42,groceries,simulated_bank_transactions_uk
2024-12-30,direct debit bt <ref>,158.78,utilities,simulated_bank_transactions_uk
2024-06-27,transport esso fuel,149.21,transportation,simulated_bank_transactions_uk
2024-03-16,contactless fuel national rail fuel <ref>,77.32,transportation,simulated_bank_transactions_uk
2024-11-01,pos asda vegetables <ref>,19.82,groceries,simulated_bank_transactions_uk
2024-02-28,sto rent pmt rent <ref>,1843.33,housing,simulated_bank_transactions_uk
2023-04-08,card payment trainline fuel <ref>,61.61,transportation,simulated_bank_transactions_uk
2023-09-19,card payment national rail fuel <ref>,48.94,transportation,simulated_bank_transactions_uk
2024-04-30,fuel uber train ticket <ref>,103.96,transportation,simulated_bank_transactions_uk
2023-04-06,contactless sainsburys milk <ref>,125.27,groceries,simulated_bank_transactions_uk
2024-01-17,food delivery just eat restaurant <ref>,112.45,dining,simulated_bank_transactions_uk
2024-08-23,online purchase currys online purchase,84.79,other,simulated_bank_transactions_uk
2023-12-29,subscription spotify <ref>,9.28,subscriptions,simulated_bank_transactions_uk
2023-02-22,pos purchase argos misc expense,130.61,other,simulated_bank_transactions_uk
2024-08-14,pos*fuel*tfl*bus*pass <ref>,54.69,transportation,simulated_bank_transactions_uk
2023-04-21,so direct debit gym group <ref>,21.88,subscriptions,simulated_bank_transactions_uk
2023-10-13,fuel national rail bus pass <ref>,19.89,transportation,simulated_bank_transactions_uk
2024-09-28,mastercard card payment gym group <ref>,34.58,subscriptions,simulated_bank_transactions_uk
2024-11-04,subscription-disney+ <ref>,5.92,subscriptions,simulated_bank_transactions_uk
2023-10-07,contactless card pmt boots misc expense <ref>,7.26,other,simulated_bank_transactions_uk
2023-07-05,mortgage/payment/rent <ref>,1091.43,housing,simulated_bank_transactions_uk
2024-02-15,visa card payment ebay online purchase <ref>,86.25,other,simulated_bank_transactions_uk
2023-02-01,pos contactless tesco bread <ref>,111.92,groceries,simulated_bank_transactions_uk
2024-01-21,so contactless sainsburys vegetables <ref>,80.98,groceries,simulated_bank_transactions_uk
2024-01-14,restaurant-greggs-fast-food,53.11,dining,simulated_bank_transactions_uk
2024-08-04,fuel shell bus pass <ref>,117.19,transportation,simulated_bank_transactions_uk
2024-09-24,direct debit direct debit netflix,10.45,subscriptions,simulated_bank_transactions_uk
2024-03-29,so contactless morrisons vegetables,14.99,groceries,simulated_bank_transactions_uk
2023-10-07,pos bacs landlord rent,1218.86,housing,simulated_bank_transactions_uk
2024-11-25,utility bill octopus energy <ref>,54.4,utilities,simulated_bank_transactions_uk
2023-08-14,rent pmt landlord,1031.79,housing,simulated_bank_transactions_uk
2023-07-29,pos restaurant costa food delivery <ref>,11.05,dining,simulated_bank_transactions_uk
