date,description,amount,label,source
2024-02-04,POS PURCHASE BREAD,58.71,groceries,retail_simulated_bank
2024-12-14,Card Payment Fuel 92091,44.93,transportation,retail_simulated_bank
2023-03-01,Card Pmt Mortgage,1015.39,other,retail_simulated_bank
2023-02-28,ONLINE PURCHASE GYM MEMBERSHIP 160103,31.18,other,retail_simulated_bank
2024-06-27,Pos Purchase Chicken 818572,73.09,groceries,retail_simulated_bank
2023-07-10,Card Pmt Electricity Bill,47.62,other,retail_simulated_bank
2023-08-29,pos purchase chicken 590725,12.99,groceries,retail_simulated_bank
2024-08-06,pos purchase restaurant,141.41,other,retail_simulated_bank
2024-08-20,Online*Purchase*Electricit,122.23,other,retail_simulated_bank
2024-11-16,card pmt gym membership 770813,14.13,other,retail_simulated_bank
2024-11-18,Online Purchase Mortgage 4,1154.1,other,retail_simulated_bank
2023-03-16,Online Purchase Mortgage 428942,1900.63,other,retail_simulated_bank
2024-07-30,pos purchase rice,94.31,groceries,retail_simulated_bank
2024-06-02,CARD PMT MILK,82.03,groceries,retail_simulated_bank
2023-03-12,Fuel Train Ticket,140.19,transportation,retail_simulated_bank
2024-07-10,ONLINE PURCHASE GAS BILL 680323,126.4,other,retail_simulated_bank
2024-10-31,Card Payment,1982.13,other,retail_simulated_bank
2024-11-10,Card-Pmt-Netflix,24.41,other,retail_simulated_bank
2023-04-20,Pos Purchase Bread,41.88,groceries,retail_simulated_bank
2023-12-18,online purchase rent 618076,1446.76,other,retail_simulated_bank
2023-02-22,Card Payment Gas Bill 495226,85.25,other,retail_simulated_bank
2023-10-11,CARD PMT VEGETABLES 31032,65.27,groceries,retail_simulated_bank
2023-05-14,Card-Pmt-Milk 308055,52.03,groceries,retail_simulated_bank
2024-12-23,Pos Purchase Mortgage 927995,1218.57,other,retail_simulated_bank
2023-03-19,Online Purchase Food Delivery,4.42,other,retail_simulated_bank
2024-08-19,POS PURCHASE RENT,1768.43,other,retail_simulated_bank
2024-01-09,CARD PMT NETFLIX 901171,6.46,other,retail_simulated_bank
2023-08-04,card pmt online purchase 655855,135.14,other,retail_simulated_bank
2024-07-27,ONLINE PURCHASE RENT 525645,1095.15,other,retail_simulated_bank
2023-06-08,card-payment-misc-expense,146.15,other,retail_simulated_bank
2024-02-27,Card/Pmt/Water/Bill 835376,208.37,other,retail_simulated_bank
2023-12-07,Pos Purchase Bread,111.27,groceries,retail_simulated_bank
2023-09-12,Pos/Purchase/Misc/Expense 389961,120.93,other,retail_simulated_bank
2023-04-21,card pmt train ticket 223,118.74,transportation,retail_simulated_bank
2023-08-16,online purchase restaurant 806048,129.21,other,retail_simulated_bank
2023-08-22,card payment internet bill,210.52,other,retail_simulated_bank
2023-10-13,online purchase electricity bill 927443,117.66,other,retail_simulated_bank
2023-10-13,Card Payment Online Purchase,145.13,other,retail_simulated_bank
2024-07-03,card payment fuel,102.89,transportation,retail_simulated_bank
2023-09-25,Transport Payment Uber Ride 60995,19.96,transportation,retail_simulated_bank
2023-12-20,Card Pmt Gas Bill 652218,161.25,other,retail_simulated_bank
2023-04-29,online purchase mortgage 421941,1977.93,other,retail_simulated_bank
2023-02-15,Pos-Purchase-Food-Delivery 51261,30.94,other,retail_simulated_bank
2024-07-05,Online/Purchase/Mortgage,1895.81,other,retail_simulated_bank
2024-11-11,Card-Payment-Rent 148327,697.96,other,retail_simulated_bank
2023-05-08,FUEL BUS PASS 534683,100.52,transportation,retail_simulated_bank
2023-12-01,Pos Purchase Mortgage 990788,1533.65,other,retail_simulated_bank
2023-05-11,Card Pmt Food Delivery 13694,46.46,other,retail_simulated_bank
2023-06-28,Pos Purchase Internet Bill 248018,113.41,other,retail_simulated_bank
2023-01-01,Card Pmt Gym Membership 969301,24.18,other,retail_simulated_bank
2024-08-16,card payment bus pass 116676,33.9,transportation,retail_simulated_bank
2024-11-22,ONLINE PURCHASE GYM MEMBERSHIP 424933,20.46,other,retail_simulated_bank
2023-06-23,Pos Purchase Internet Bill 22473,241.16,other,retail_simulated_bank
2024-09-26,Online Purchase Rent,1529.4,other,retail_simulated_bank
2023-08-29,FUEL-UBER-RIDE,123.31,transportation,retail_simulated_bank
2023-01-26,ONLINE PURCHASE MORTGAGE 962396,878.78,other,retail_simulated_bank
2024-09-17,Pos Purchase Bread,147.64,groceries,retail_simulated_bank
2024-10-06,ONLINE PURCHASE ONLINE PURCHASE 784131,69.95,other,retail_simulated_bank
2024-02-14,online purchase netflix,18.44,other,retail_simulated_bank
2023-04-20,card/pmt/water/bill 360759,31.22,other,retail_simulated_bank
2024-12-13,Online Purchase Misc Expense,35.17,other,retail_simulated_bank
2023-05-05,POS*PURCHASE*SPOTIFY 354745,13.72,other,retail_simulated_bank
2024-11-14,POS PURCHASE RESTAURANT 304790,120.81,other,retail_simulated_bank
2024-03-29,CARD PMT GYM MEMBERSHIP,38.25,other,retail_simulated_bank
2024-07-15,Card-Pmt-Gym-Membership,19.94,other,retail_simulated_bank
2024-05-01,Pos Purchase Restaurant,112.32,other,retail_simulated_bank
2024-10-14,Pos Purchase Fast Food 367615,113.51,other,retail_simulated_bank
2023-10-09,fuel/fuel 633769,95.13,transportation,retail_simulated_bank
2023-08-29,Card Payment Restaurant 500697,107.89,other,retail_simulated_bank
2024-07-07,Card Pmt Bus Pass 663419,50.0,transportation,retail_simulated_bank
2024-01-28,CARD*PAYMENT*BREAD 74282,25.17,groceries,retail_simulated_bank
2024-02-22,card pmt rent 218182,689.92,other,retail_simulated_bank
2023-07-31,TRANSPORT PMT FUEL 148246,64.12,transportation,retail_simulated_bank
2024-08-21,Pos*Purchase*Misc*Expense,60.25,other,retail_simulated_bank
2024-01-25,ONLINE PURCHASE RENT 814446,1671.83,other,retail_simulated_bank
2023-11-02,Online Purchase Restaurant,141.58,other,retail_simulated_bank
2024-03-05,online purchase misc expense 852016,128.46,other,retail_simulated_bank
2023-08-14,Online Purchase Gym Membership 675900,33.0,other,retail_simulated_bank
2024-05-12,ONLINE PURCHASE RESTAURANT,43.12,other,retail_simulated_bank
2024-11-26,pos purchase rice,52.41,groceries,retail_simulated_bank
2024-04-23,Pos Purchase Misc Expense 111318,109.45,other,retail_simulated_bank
2024-11-09,pos purchase electricity bill,160.22,other,retail_simulated_bank
2023-05-19,Pos Purchase Milk,97.48,groceries,retail_simulated_bank
2023-09-24,Online Purchase Misc Expense,29.71,other,retail_simulated_bank
2023-12-01,card*payment*fast*food 636355,34.11,other,retail_simulated_bank
2024-03-07,CARD PAYMENT FUEL 223152,43.9,transportation,retail_simulated_bank
2024-07-06,Transport Pmt Uber Ride 3,72.14,transportation,retail_simulated_bank
2023-03-12,pos purchase eggs,35.96,groceries,retail_simulated_bank
2023-09-11,Card Pmt Online Purc,113.87,other,retail_simulated_bank
2024-04-29,Card Payment Electricity Bill 647189,82.48,other,retail_simulated_bank
2024-12-17,online*purchase*rent 298423,905.15,other,retail_simulated_bank
2024-09-13,Card Pmt Bus Pass 27950,27.67,transportation,retail_simulated_bank
2023-11-15,Online Purchase Rent 513052,829.27,other,retail_simulated_bank
2023-11-16,pos-purchase-chicken,6.77,groceries,retail_simulated_bank
2023-07-23,CARD PAYMENT GYM MEMBERSHIP,18.14,other,retail_simulated_bank
2024-10-04,POS PURCHASE CHICKEN,104.52,groceries,retail_simulated_bank
2024-12-01,CARD PMT ELECTRICITY BILL,96.35,other,retail_simulated_bank
2023-02-12,pos purchase netflix 981076,24.81,other,retail_simulated_bank
2023-03-12,FUEL FUEL 533576,100.24,transportation,retail_simulated_bank
2024-05-16,Online Purchase Gym Membership 778319,34.74,other,retail_simulated_bank
2024-10-12,Pos Purchase Rice 914475,144.24,groceries,retail_simulated_bank
2024-03-21,Pos-Purchase-Misc-Expense 518577,106.97,other,retail_simulated_bank
2024-05-10,ONLINE PURCHASE GAS BILL 12224,232.32,other,retail_simulated_bank
2024-08-29,CARD PAYMENT FAST FOOD,124.38,other,retail_simulated_bank
2023-03-30,Card Pmt Bus Pass,128.2,transportation,retail_simulated_bank
2024-04-20,fuel fuel,38.85,transportation,retail_simulated_bank
2024-05-21,CARD-PAYMENT-GYM-MEMBERSHIP 155530,16.77,other,retail_simulated_bank
2023-08-06,pos-purchase-misc-expense 501272,29.73,other,retail_simulated_bank
2024-09-02,Fuel Bus Pass 87137,53.03,transportation,retail_simulated_bank
2023-07-15,pos purchase m,1323.28,other,retail_simulated_bank
2024-05-15,CARD PAYMENT BREAD,108.85,groceries,retail_simulated_bank
2024-05-17,ONLINE PURCHASE NETFLIX,27.61,other,retail_simulated_bank
2023-08-15,Card Payment Restaurant,16.68,other,retail_simulated_bank
2024-11-10,card pmt food delivery 891332,38.77,other,retail_simulated_bank
2024-03-11,pos purchase spotify,23.58,other,retail_simulated_bank
2023-11-10,POS PURCHASE MORTGAGE 201824,1235.24,other,retail_simulated_bank
2023-07-17,Card Pmt Train Ticket,20.74,transportation,retail_simulated_bank
2024-12-07,fuel*uber*ride 112122,112.2,transportation,retail_simulated_bank
2024-08-26,Card*Pmt*Water*Bill 153601,136.52,other,retail_simulated_bank
2023-07-18,online purchase misc expense,147.14,other,retail_simulated_bank
2023-11-06,FUEL TRAIN TICKET,56.05,transportation,retail_simulated_bank
2023-10-08,Card Payment Vegetables,81.52,groceries,retail_simulated_bank
2024-12-15,card/pmt/milk,84.34,groceries,retail_simulated_bank
2023-10-19,CARD PAYMENT INTERNET BILL 17899,32.7,other,retail_simulated_bank
2023-07-08,Pos Purchase Fast Food 239602,67.75,other,retail_simulated_bank
2024-05-04,pos purchase eggs,141.34,groceries,retail_simulated_bank
2023-03-17,pos purchase milk 980607,61.9,groceries,retail_simulated_bank
2024-07-30,Card Payment Gym Membership 706319,10.31,other,retail_simulated_bank
2023-05-02,FUEL UBER RIDE 700626,149.11,transportation,retail_simulated_bank
2023-08-20,ONLINE PURCHASE SPOTIFY,32.68,other,retail_simulated_bank
2024-03-29,online purchase misc expense 598548,69.23,other,retail_simulated_bank
2024-09-27,Fuel Fuel 605415,47.89,transportation,retail_simulated_bank
2023-04-12,pos purchase ch,144.14,groceries,retail_simulated_bank
2023-09-28,online purchase online purchase 691212,94.95,other,retail_simulated_bank
2023-03-18,ONLINE PURCHASE RENT,843.34,other,retail_simulated_bank
2024-04-26,card payment electricity bill,181.66,other,retail_simulated_bank
2024-12-24,FUEL UBER RIDE,37.03,transportation,retail_simulated_bank
2023-08-28,TRANSPORT PAYMENT FUEL,13.46,transportation,retail_simulated_bank
2024-07-11,Card Payment Train Ticket 477717,65.5,transportation,retail_simulated_bank
2023-03-15,POS-PURCHASE-WATER-BILL 794500,211.86,other,retail_simulated_bank
2024-09-01,Pos-Purchase-Bread,119.52,groceries,retail_simulated_bank
2023-11-08,CARD PMT MORTGAGE,1256.18,other,retail_simulated_bank
2024-05-20,Card-Payment-Mortgage 269744,1300.66,other,retail_simulated_bank
2024-03-18,online purchase restaurant 932011,90.91,other,retail_simulated_bank
2023-08-23,Pos Purchase Mortgage,636.21,other,retail_simulated_bank
2023-10-03,ONLINE/PURCHASE/RE,1541.19,other,retail_simulated_bank
2024-06-15,card-pmt-netflix,11.13,other,retail_simulated_bank
2024-08-22,Card Pmt Mortgage 953717,854.08,other,retail_simulated_bank
2023-04-04,Pos Purchase Food Delivery 365699,122.69,other,retail_simulated_bank
2023-11-25,ONLINE PURCHASE FAST FOOD 78045,63.03,other,retail_simulated_bank
2024-12-11,pos purchase rent,1061.73,other,retail_simulated_bank
2024-02-15,Pos Purchase Fast Food 567786,100.4,other,retail_simulated_bank
2023-11-19,ONLINE PURCHASE ONLINE PURCHASE,69.86,other,retail_simulated_bank
2024-02-18,CARD PMT BUS PASS,20.04,transportation,retail_simulated_bank
2024-07-09,online purchase online purchase,99.68,other,retail_simulated_bank
2024-06-14,Pos Purchase Fast Food 308765,10.97,other,retail_simulated_bank
2023-02-22,card*payment*fuel 853821,94.94,transportation,retail_simulated_bank
2024-03-24,Card Payment Gas Bill 364052,234.09,other,retail_simulated_bank
2024-09-15,card payment mortgage 623927,1962.41,other,retail_simulated_bank
2023-11-15,Online Purchase Online Purchase,107.34,other,retail_simulated_bank
2023-04-27,pos purchase netfl,8.26,other,retail_simulated_bank
2023-06-07,POS/PURCHASE/RESTAURANT 741196,98.21,other,retail_simulated_bank
2024-12-23,CARD/PAYMENT/FOOD/DELIVERY 398817,45.9,other,retail_simulated_bank
2024-04-28,Fuel Fuel,125.7,transportation,retail_simulated_bank
2024-09-05,Card Pmt Internet Bill 668195,114.39,other,retail_simulated_bank
2023-10-10,Card*Pmt*Gym*Membership,35.24,other,retail_simulated_bank
2024-06-03,Pos*Purchase*Misc*Expense 337775,52.96,other,retail_simulated_bank
2023-11-02,Transport Pmt Uber Ride 536245,44.58,transportation,retail_simulated_bank
2024-04-02,Online/Purchase/Misc/Expense 46,130.19,other,retail_simulated_bank
2024-07-10,Card Pmt Spotify 809745,24.32,other,retail_simulated_bank
2023-07-13,Pos Purchase Fast Food 968631,140.13,other,retail_simulated_bank
2024-02-25,pos purchase rent 703197,926.99,other,retail_simulated_bank
2024-12-23,card payment eggs 332841,112.47,groceries,retail_simulated_bank
2024-11-10,Pos Purchase Misc Expense 410372,59.75,other,retail_simulated_bank
2023-02-07,card-pmt-online-purchase 509,75.81,other,retail_simulated_bank
2024-03-26,Pos Purchase Gas Bill,222.32,other,retail_simulated_bank
2023-01-16,POS*PURCHASE*CHICKEN,136.83,groceries,retail_simulated_bank
2023-06-08,ONLINE PURCHASE RENT,1516.69,other,retail_simulated_bank
2023-09-29,Card Payment Rice,117.88,groceries,retail_simulated_bank
2023-12-03,Fuel Fuel 133799,98.53,transportation,retail_simulated_bank
2024-10-03,pos-purchase-misc-expense 310328,143.26,other,retail_simulated_bank
2023-03-12,ONLINE PURCHASE MORTGAGE,650.26,other,retail_simulated_bank
2024-03-20,Online Purchase Gas Bill,194.29,other,retail_simulated_bank
2023-04-13,pos purchase vegetables,106.47,groceries,retail_simulated_bank
2023-01-30,pos purchase restaurant,105.02,other,retail_simulated_bank
2023-10-28,CARD PAYMENT EGGS 424134,120.03,groceries,retail_simulated_bank
2023-09-08,Card Pmt Bus Pass 677893,66.31,transportation,retail_simulated_bank
2023-06-24,ONLINE PURCHASE SPOTIFY,32.74,other,retail_simulated_bank
2024-11-30,Pos Purchase Electricity Bill,114.16,other,retail_simulated_bank
2024-04-17,Online Purchase Internet Bill 528877,61.49,other,retail_simulated_bank
2024-04-21,online/purchase/mortgage,1533.58,other,retail_simulated_bank
2023-12-20,transport payment train ticket 200079,13.86,transportation,retail_simulated_bank
2023-09-14,card pmt spotify,19.85,other,retail_simulated_bank
2024-01-29,pos purchase fast food 624493,32.28,other,retail_simulated_bank
2024-01-26,online*purchase*misc*expense 728024,18.68,other,retail_simulated_bank
2023-10-30,online purchase spotify 56297,39.74,other,retail_simulated_bank
2023-01-09,Pos Purchase Vegetables,61.18,groceries,retail_simulated_bank
2024-09-12,online*purchase*gym*membership 124082,39.08,other,retail_simulated_bank
2023-08-24,Online Purchase Mortgage 1905,1864.11,other,retail_simulated_bank
2023-09-14,pos purchase spotify,11.65,other,retail_simulated_bank
2024-10-23,POS/PURCHASE/RENT 764134,1864.77,other,retail_simulated_bank
2023-02-04,Card/Payment/Eggs 377065,118.93,groceries,retail_simulated_bank
2023-10-30,online purchase spotify 59,8.15,other,retail_simulated_bank
2023-05-16,Transport Payment Fue,28.82,transportation,retail_simulated_bank
2023-10-07,pos purchase misc expense 297186,81.04,other,retail_simulated_bank
2024-05-08,Online Purchase Online Purchase 134241,40.77,other,retail_simulated_bank
2023-12-13,Pos Purchase Misc Expense,112.74,other,retail_simulated_bank
2023-03-19,ONLINE PURCHASE ONLINE PURCHASE,71.84,other,retail_simulated_bank
2024-02-11,POS PURCHASE WATER BILL 768383,189.33,other,retail_simulated_bank
2024-02-09,POS*PURCHASE*MISC*EXPENSE 70869,16.27,other,retail_simulated_bank
2024-04-10,CARD*PAYMENT*EGGS,81.88,groceries,retail_simulated_bank
2024-10-15,FUEL-BUS-PASS 2779,88.93,transportation,retail_simulated_bank
2024-04-27,FUEL UBER RIDE 958138,102.2,transportation,retail_simulated_bank
2024-07-28,Pos-Purchase-Chicken 272713,132.98,groceries,retail_simulated_bank
2024-10-12,Transport Payment Train Ticket,98.2,transportation,retail_simulated_bank
2023-11-06,ONLINE PURCHASE MISC EXPENSE,136.68,other,retail_simulated_bank
2023-02-08,CARD*PAYMENT*MORTGAGE 1331,663.49,other,retail_simulated_bank
2023-08-29,transport pmt fuel 636294,20.07,transportation,retail_simulated_bank
2024-12-14,online*purchase*netflix 585144,17.99,other,retail_simulated_bank
2024-02-29,Pos Purchase Spotify 50728,30.43,other,retail_simulated_bank
2023-10-14,card pmt rent 360484,1461.91,other,retail_simulated_bank
2024-03-30,CARD PAYMENT VEGETABLES,57.47,groceries,retail_simulated_bank
2023-04-12,card/payment/restaurant 475790,128.75,other,retail_simulated_bank
2024-01-03,Pos Purchase Mortgage,1968.98,other,retail_simulated_bank
2023-05-06,Card Pmt Rice,43.55,groceries,retail_simulated_bank
2023-08-06,Card*Payment*Misc*Expense,16.48,other,retail_simulated_bank
2023-05-09,Online Purchase Rent 117080,1066.91,other,retail_simulated_bank
2024-07-21,Pos Purchase Online Purchase 395485,13.09,other,retail_simulated_bank
2023-06-01,Card/Pmt/Water/Bill 29,81.26,other,retail_simulated_bank
2023-05-29,CARD PMT ONLINE PURCHASE 291974,43.76,other,retail_simulated_bank
2023-01-27,Online Purchase Gas Bill 606487,54.18,other,retail_simulated_bank
2024-08-25,Card Payment Electricity Bill 58394,203.45,other,retail_simulated_bank
2023-02-23,transport pmt uber ride,28.61,transportation,retail_simulated_bank
2024-05-02,Card Payment Internet Bill 485760,194.05,other,retail_simulated_bank
2023-04-22,online purchase fast food 284139,78.45,other,retail_simulated_bank
2024-09-21,Pos-Purchase-Food-Delivery 795546,35.57,other,retail_simulated_bank
2024-11-05,Pos Purchase Vegetables 640863,118.13,groceries,retail_simulated_bank
2023-03-04,Card Pmt Spotify 115667,38.74,other,retail_simulated_bank
2023-04-21,ONLINE PURCHASE FAST FOOD,65.66,other,retail_simulated_bank
2023-03-17,card pmt food delivery 685775,136.73,other,retail_simulated_bank
2023-03-09,Pos Purchase Eggs,92.42,groceries,retail_simulated_bank
2024-12-30,card payment gas bill 476901,158.78,other,retail_simulated_bank
2024-06-27,fuel fuel,149.21,transportation,retail_simulated_bank
2024-03-16,Card Pmt Fuel,77.32,transportation,retail_simulated_bank
2024-11-01,Card Pmt Vegetables,19.82,groceries,retail_simulated_bank
2024-02-28,Online Purchase Rent 539220,1843.33,other,retail_simulated_bank
2023-04-08,Transport Payment Fuel 726571,61.61,transportation,retail_simulated_bank
2023-09-19,fuel fuel 545701,48.94,transportation,retail_simulated_bank
2024-04-30,FUEL*TRAIN*TICKET 606522,103.96,transportation,retail_simulated_bank
2023-04-06,CARD PAYMENT MILK 271483,125.27,groceries,retail_simulated_bank
2024-01-17,pos purchase restaurant,112.45,other,retail_simulated_bank
2024-08-23,POS PURCHASE ONLINE PURCHASE,84.79,other,retail_simulated_bank
2023-12-29,CARD PAYMENT GYM MEMBERSHIP 75536,9.28,other,retail_simulated_bank
2023-02-22,Online Purchase Misc Expense 229901,130.61,other,retail_simulated_bank
2024-08-14,transport pmt bus pass 79188,54.69,transportation,retail_simulated_bank
2023-04-21,Card Pmt Netflix,21.88,other,retail_simulated_bank
2023-10-13,CARD*PMT*BUS*PASS 370090,19.89,transportation,retail_simulated_bank
2024-09-28,CARD PMT NETFLIX 720570,34.58,other,retail_simulated_bank
2024-11-04,ONLINE-PURCHASE-GYM-MEMBERSHIP 669040,5.92,other,retail_simulated_bank
2023-10-07,pos purchase misc expense 14426,7.26,other,retail_simulated_bank
2023-07-05,Pos Purchase Mortgage 806561,1091.43,other,retail_simulated_bank
2024-02-15,card payment online purchase 432,86.25,other,retail_simulated_bank
2023-02-01,Pos Purchase Bread,111.92,groceries,retail_simulated_bank
2024-01-21,CARD/PAYMENT/VEGETABLES 857834,80.98,groceries,retail_simulated_bank
2024-01-14,ONLINE PURCHASE FAST FOOD,53.11,other,retail_simulated_bank
2024-08-04,Card Payment Bus Pass,117.19,transportation,retail_simulated_bank
2024-09-24,ONLINE PURCHASE NETFLIX 122366,10.45,other,retail_simulated_bank
2024-03-29,POS PURCHASE VEGETABLES 814002,14.99,groceries,retail_simulated_bank
2023-10-07,pos purchase mortgage,1218.86,other,retail_simulated_bank
2024-11-25,Online-Purchase-Electricity-Bill 792662,54.4,other,retail_simulated_bank
2023-08-14,card pmt mortgage 351928,1031.79,other,retail_simulated_bank
2023-07-29,Card Pmt Food Delivery 69797,11.05,other,retail_simulated_bank
2023-09-19,CARD PAYMENT TRAIN TICKET,115.8,transportation,retail_simulated_bank
2024-05-24,transport pmt bus pass 706808,20.64,transportation,retail_simulated_bank
2024-12-21,pos purchase mortgage 176062,1132.29,other,retail_simulated_bank
2023-02-13,online/purchase/gas/bill 804131,219.59,other,retail_simulated_bank
2023-03-21,online purchase restaurant 446005,70.58,other,retail_simulated_bank
2024-08-10,Card Payment Misc Expense 44636,87.64,other,retail_simulated_bank
2023-10-24,CARD PMT FOOD DELIVERY 302081,97.1,other,retail_simulated_bank
2023-11-29,Card Payment Rice 9238,6.07,groceries,retail_simulated_bank
2023-04-01,Pos*Purchase*Internet*Bill 17022,232.35,other,retail_simulated_bank
2024-08-26,CARD PMT RESTAURANT 207831,38.77,other,retail_simulated_bank
2023-11-14,Card Payment Food Delivery 533479,14.56,other,retail_simulated_bank
2023-03-20,Pos Purchase Mortgage 152742,1690.77,other,retail_simulated_bank
2023-12-24,online-purchase-gym-membership,22.85,other,retail_simulated_bank
2023-05-30,Card Pmt Train Ticket,37.73,transportation,retail_simulated_bank
2023-06-06,card pmt train ticket 921344,28.5,transportation,retail_simulated_bank
2024-10-05,Online/Purchase/Online/Purchase,29.04,other,retail_simulated_bank
2024-08-16,Card Payment Fast Food 414635,113.9,other,retail_simulated_bank
2024-08-01,Pos/Purchase/Food/De,138.85,other,retail_simulated_bank
2023-06-04,POS PURCHASE MORTGAGE 384888,1478.1,other,retail_simulated_bank
2024-10-08,Online*Purchase*Restaurant,71.93,other,retail_simulated_bank
2023-12-27,Transport-Pmt-Bus-Pass,89.94,transportation,retail_simulated_bank
2023-02-28,Online Purchase Netflix 882520,20.82,other,retail_simulated_bank
2023-04-03,fuel-bus-pass,14.28,transportation,retail_simulated_bank
2024-07-21,CARD PMT GYM MEMBERSHIP,21.19,other,retail_simulated_bank
2024-08-08,ONLINE/PURCHASE/ONLINE/PURCHASE 2799,69.11,other,retail_simulated_bank
2023-06-04,online*purchase*rent 775491,1265.88,other,retail_simulated_bank
2023-12-18,Card Pmt Rice 605916,18.21,groceries,retail_simulated_bank
2023-09-11,pos purchase rent,841.58,other,retail_simulated_bank
2024-09-16,card payment mortgage,1333.7,other,retail_simulated_bank
2024-02-23,POS PURCHASE GAS BILL 665339,92.24,other,retail_simulated_bank
2023-02-23,Card Payment Misc Expense 719394,102.8,other,retail_simulated_bank
2023-04-07,card pmt misc expense 886880,12.69,other,retail_simulated_bank
2024-11-03,Card Payment Gym Membership 178551,13.82,other,retail_simulated_bank
2023-05-25,Pos Purchase Netflix 668500,25.4,other,retail_simulated_bank
2024-12-16,Transport-Payment-Bus-Pass 560144,145.25,transportation,retail_simulated_bank
2023-03-28,CARD PMT MORTGAGE 53,1592.37,other,retail_simulated_bank
2023-12-03,Card Pmt Fuel,97.59,transportation,retail_simulated_bank
2024-12-02,Card Payment Online Purchase 300904,101.51,other,retail_simulated_bank
2024-01-06,Card Pmt Netflix,19.82,other,retail_simulated_bank
